会社名,ホームページURL,代表者名,住所1,住所2,従業員数,資本金,設立年,設立月,上場区分,業態,業界1,業界2-1,業界2-2,業界2-3,業界2-4,業界2-5,業界2-6,業界2-7,業界2-8,業界2-9,業界2-10,業界2-11,業界2-12,業界2-13,業界2-14,業界2-15,業界2-16,業界2-17,業界2-18,業界2-19,業界2-20
株式会社エイリム,http://www.a-lim.co.jp,高橋英士,東京都,渋谷区,95,10000,2013,3,未上場,"BtoC,BtoB",ゲーム,ソーシャルゲーム・SNS,デジタル系コンテンツ,,,,,,,,,,,,,,,,,,,
株式会社Trys,https://trys2020.com,小林泰平,東京都,千代田区,95,10000,2008,2,未上場,BtoB,ゲーム,ゲーム・アニメデザイン,ゲーム・アニメデザイン,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,
グリーエンターテインメント株式会社,https://gree-entertainment.com,前田悠太,東京都,港区,129,31000,2021,7,未上場,BtoC,ゲーム,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,,
株式会社f4samurai,http://www.f4samurai.jp,金哲碩,東京都,千代田区,137,9953,2010,1,未上場,"BtoB,BtoC",ゲーム,ゲーム開発,,,,,,,,,,,,,,,,,,,,
ランドシステム株式会社,http://www.land-system.co.jp,村山正徳,神奈川県,横浜市神奈川区,95,5000,1992,5,未上場,BtoB,ゲーム,ソーシャルゲーム・SNS,システム開発,,,,,,,,,,,,,,,,,,,
株式会社ヘッドロック,https://headlock.jp,加藤謙吾,東京都,中野区,90,10000,1999,12,未上場,"BtoC,BtoB",ゲーム,ゲーム開発,,,,,,,,,,,,,,,,,,,,
株式会社サムザップ,https://sumzap.co.jp,日高裕介,東京都,渋谷区,101,12000,2009,5,未上場,BtoC,ゲーム,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,,
株式会社ケーツー,http://k2-games.com,児玉光生,大阪府,大阪市中央区,90,300,2000,8,未上場,BtoB,ゲーム,ゲーム開発,,,,,,,,,,,,,,,,,,,,
株式会社大日商事,http://dainichicorp.co.jp,原伸行,千葉県,四街道市,128,1000,1986,1,未上場,BtoC,ゲーム,パチンコ,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,
株式会社アバン,http://www.avant.co.jp,藤井善美,東京都,新宿区,88,2000,1994,7,未上場,"BtoC,BtoB",ゲーム,ゲーム・アニメデザイン,ゲーム・アニメデザイン,,,,,,,,,,,,,,,,,,,
株式会社ロケットスタジオ,https://www.rocketstd.co.jp,竹部隆司,北海道,札幌市中央区,88,3000,1999,3,未上場,BtoB,ゲーム,ゲーム開発,ソーシャルゲーム・SNS,システム開発,,,,,,,,,,,,,,,,,,
大成エレクトロニクス株式会社,http://www.taiseie.com,朝倉洋介,東京都,八王子市,89,7000,1986,6,未上場,BtoB,ゲーム,電子部品,ゲーム開発,,,,,,,,,,,,,,,,,,,
株式会社ORENDA WORLD,https://orenda.co.jp,澁谷陽史,東京都,港区,87,13450,2015,7,未上場,BtoB,ゲーム,ゲーム開発,CM制作・映像制作,,,,,,,,,,,,,,,,,,,
有限会社ランカース,http://www.lancarse.co.jp,星野光弘,東京都,新宿区,85,300,2004,6,未上場,BtoB,ゲーム,ゲーム開発,システム開発,,,,,,,,,,,,,,,,,,,
株式会社インティ・クリエイツ,https://www.inti.co.jp,會津卓也,千葉県,市川市,84,3750,1996,5,未上場,"BtoC,BtoB",ゲーム,ゲーム開発,,,,,,,,,,,,,,,,,,,,
株式会社テクノネット,https://www.technonet.co.jp,難波田哲史,東京都,中野区,90,10000,1984,1,未上場,BtoB,ゲーム,システム開発,ゲーム・アニメデザイン,ゲーム・アニメデザイン,,,,,,,,,,,,,,,,,,
株式会社ブランチ,http://www.p-branch.co.jp,松枝一孝,東京都,港区,85,1000,2007,10,未上場,BtoB,ゲーム,システム開発,ソーシャルゲーム・SNS,ソフトウェア商社,,,,,,,,,,,,,,,,,,
株式会社アイディス,https://www.aidis.co.jp,早貸久敏,東京都,渋谷区,87,8650,2016,1,未上場,BtoB,ゲーム,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,,
株式会社オルカ,http://www.orca-inc.co.jp,岩﨑拓矢,東京都,新宿区,84,1000,2011,4,未上場,BtoB,ゲーム,ゲーム開発,,,,,,,,,,,,,,,,,,,,
株式会社インティ・クリエイツ,https://www.inti.co.jp,會津卓也,千葉県,市川市,84,3750,1996,5,未上場,"BtoC,BtoB",ゲーム,ゲーム開発,,,,,,,,,,,,,,,,,,,,
株式会社グレッゾ,http://www.grezzo.co.jp,石井浩一,東京都,渋谷区,84,2000,2006,12,未上場,BtoB,ゲーム,ゲーム開発,,,,,,,,,,,,,,,,,,,,
1-UPスタジオ株式会社,https://1-up-studio.jp,門井元,東京都,千代田区,82,9000,2000,6,未上場,BtoB,ゲーム,ゲーム開発,,,,,,,,,,,,,,,,,,,,
ルーセント・グローバル株式会社,http://www.lucent-global.co.jp,山口恒幸,東京都,目黒区,82,4000,2006,5,未上場,BtoB,ゲーム,ゲーム開発,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,
株式会社トイロジック,https://www.toylogic.co.jp,岳洋一,東京都,豊島区,82,1000,2006,12,未上場,BtoB,ゲーム,ゲーム開発,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,
株式会社ディッジ,http://www.dh3d.co.jp,柳明宏,千葉県,松戸市,87,1500,2006,3,未上場,"BtoC,BtoB",ゲーム,ソーシャルゲーム・SNS,ゲーム開発,ゲーム・アニメデザイン,,,,,,,,,,,,,,,,,,
株式会社グレッゾ,http://www.grezzo.co.jp,石井浩一,東京都,渋谷区,84,2000,2006,12,未上場,BtoB,ゲーム,ゲーム開発,,,,,,,,,,,,,,,,,,,,
ジェムドロップ株式会社,https://www.gemdrops.co.jp,北尾雄一郎,東京都,調布市,87,500,2013,5,未上場,BtoB,ゲーム,ゲーム開発,,,,,,,,,,,,,,,,,,,,
株式会社ニトロプラス,https://www.nitroplus.co.jp,小坂崇氣,東京都,中央区,84,1000,2000,6,未上場,BtoC,ゲーム,ゲーム開発,映画・アニメーション,,,,,,,,,,,,,,,,,,,
株式会社デジタルデザインシンク,http://www.ddthink.com,金子博志,東京都,新宿区,79,1000,1995,11,未上場,BtoB,ゲーム,ゲーム開発,,,,,,,,,,,,,,,,,,,,
株式会社スリーリングス,http://www.three-rings.net,竹中善則,神奈川県,横浜市西区,79,2000,2010,10,未上場,BtoB,ゲーム,ゲーム開発,,,,,,,,,,,,,,,,,,,,
ジグノシステムジャパン株式会社,https://gigno.co.jp,山川哲生,東京都,千代田区,81,119500,1996,12,未上場,"BtoC,BtoB",ゲーム,Webアプリ・サービス運営,ソーシャルゲーム・SNS,Web制作,,,,,,,,,,,,,,,,,,
株式会社ズー,https://www.zoo.co.jp,藤井修亮,長野県,上田市,81,4000,1986,4,未上場,BtoB,ゲーム,ゲーム開発,,,,,,,,,,,,,,,,,,,,
株式会社BlazeGames,https://www.blazegames.co.jp,岡田佑次,東京都,渋谷区,78,30000,2014,7,未上場,BtoC,ゲーム,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,,
株式会社LIONA,https://www.liona.co.jp,村越隆,東京都,新宿区,78,4950,2016,12,未上場,BtoB,ゲーム,ゲーム開発,ゲーム・アニメデザイン,ゲーム・アニメデザイン,,,,,,,,,,,,,,,,,,
株式会社MAGES.,http://mages.co.jp,本荘健吾,東京都,渋谷区,76,20000,2005,1,未上場,"BtoB,BtoC",ゲーム,ゲーム開発,イベント,CM制作・映像制作,,,,,,,,,,,,,,,,,,
株式会社ダンクハーツ,https://www.dank-hearts.co.jp,大原正,大阪府,大阪市西区,74,1000,2005,6,未上場,BtoB,ゲーム,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,,
株式会社ソニックパワード,http://www.sonicpowered.co.jp,大川潔,愛知県,名古屋市中区,74,1000,1998,4,未上場,"BtoC,BtoB",ゲーム,ソーシャルゲーム・SNS,ゲーム開発,,,,,,,,,,,,,,,,,,,
株式会社pixyda,http://www.pixyda.co.jp,石川貴也,北海道,札幌市中央区,75,980,2017,8,未上場,BtoB,ゲーム,ソーシャルゲーム・SNS,ゲーム・アニメデザイン,ゲーム・アニメデザイン,,,,,,,,,,,,,,,,,,
株式会社アドレア,https://adrea.jp,山内拓夫,東京都,新宿区,73,3000,2010,2,未上場,BtoC,ゲーム,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,,
日本ファルコム株式会社,https://www.falcom.co.jp,近藤季洋,東京都,立川市,73,16413,2001,11,グロース（内国株式）,BtoC,ゲーム,ゲーム開発,マルチメディア・楽器,,,,,,,,,,,,,,,,,,,
株式会社バンダイナムコネクサス,https://bandainamco-nexus.co.jp,手塚晃司,東京都,港区,71,40000,2017,8,未上場,BtoC,ゲーム,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,,
株式会社ジーゼ,https://gzeal.co.jp,鈴木智洋,大阪府,大阪市西区,70,4100,2013,3,未上場,BtoB,ゲーム,ソーシャルゲーム・SNS,システム開発,,,,,,,,,,,,,,,,,,,
株式会社マイナビ出版,http://pub.mynavi.jp,滝口直樹,東京都,千代田区,70,5000,2015,10,未上場,BtoC,ゲーム,書籍出版,ゲーム開発,,,,,,,,,,,,,,,,,,,
コムシード株式会社,https://www.commseed.net,塚原謙次,東京都,千代田区,69,119964,1991,12,未上場,BtoC,ゲーム,Webアプリ・サービス運営,ゲーム開発,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,
エクステージ株式会社,http://www.xtage.co.jp,鷲尾学,東京都,渋谷区,69,1000,2003,6,未上場,BtoB,ゲーム,ゲーム開発,CM制作・映像制作,,,,,,,,,,,,,,,,,,,
MSY株式会社,http://msygroup.com,秋山昌也,東京都,渋谷区,44,1000,1978,6,未上場,BtoC,ゲーム,ゲーム開発,PC・スマホ周辺機器製造,,,,,,,,,,,,,,,,,,,
株式会社ピラミッド,https://www.pyramid-inc.net,柏木准一,東京都,渋谷区,69,6630,2001,9,未上場,"BtoC,BtoB",ゲーム,ソーシャルゲーム・SNS,ゲーム・アニメデザイン,ゲーム・アニメデザイン,,,,,,,,,,,,,,,,,,
株式会社シンソフィア,http://www.syn-sophia.co.jp,吉田秀司,東京都,武蔵野市,68,1000,1995,6,未上場,BtoB,ゲーム,ゲーム開発,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,
ネイロ株式会社,https://neilo.co.jp,村澤清彰,東京都,新宿区,68,1000,2010,9,未上場,BtoB,ゲーム,ゲーム開発,Webアプリ・サービス運営,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,
株式会社クロスゲームズ,https://www.cross-games.jp,亀谷泰,東京都,渋谷区,68,10000,2006,3,未上場,BtoC,ゲーム,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,,
株式会社アクセスゲームズ,http://www.accessgames.co.jp,鈴木啓起,東京都,中央区,67,3000,1996,5,未上場,"BtoC,BtoB",ゲーム,ゲーム開発,CM制作・映像制作,,,,,,,,,,,,,,,,,,,
株式会社ModelingCafe,http://cafegroup.net,岸本浩一,東京都,渋谷区,67,1000,2012,7,未上場,BtoB,ゲーム,ゲーム・アニメデザイン,ゲーム・アニメデザイン,,,,,,,,,,,,,,,,,,,
株式会社クリープ,http://www.cre-p.co.jp,-,東京都,千代田区,78,1000,2006,6,未上場,BtoB,ゲーム,土木コンサル,ゲーム開発,Webアプリ・サービス運営,,,,,,,,,,,,,,,,,,
株式会社アイコール,https://www.i-call.co.jp,白山久寿,東京都,港区,77,3600,2001,1,未上場,BtoB,ゲーム,ソーシャルゲーム・SNS,デザイン,システム開発,,,,,,,,,,,,,,,,,,
株式会社アクアプラス,https://aquaplus.jp,野田稔,東京都,新宿区,67,-,,,未上場,"BtoB,BtoC",ゲーム,ゲーム開発,マルチメディア・楽器,,,,,,,,,,,,,,,,,,,
株式会社ギガ・システム,https://www.giga-system.co.jp,山本辰樹,大阪府,大阪市淀川区,77,2000,1984,8,未上場,BtoB,ゲーム,ソーシャルゲーム・SNS,デジタル系コンテンツ,マルチメディア・楽器,,,,,,,,,,,,,,,,,,
株式会社ウインズ,http://www.winds-net.co.jp,三村淳,東京都,千代田区,66,3300,1989,9,未上場,BtoB,ゲーム,ゲーム開発,,,,,,,,,,,,,,,,,,,,
株式会社POKER ROOM,https://pokerroom.co.jp,名和大貴,東京都,渋谷区,65,-,2021,2,未上場,BtoC,ゲーム,ゲーム開発,,,,,,,,,,,,,,,,,,,,
株式会社KATACHI,http://www.katachi.tokyo,曽根良洋,東京都,杉並区,64,300,2015,5,未上場,BtoB,ゲーム,ゲーム・アニメデザイン,ゲーム・アニメデザイン,,,,,,,,,,,,,,,,,,,
株式会社スターコーポレーション,http://www.star-c.co.jp,白木清光,大阪府,大阪市中央区,64,9000,1949,12,未上場,BtoC,ゲーム,ゲーム開発,,,,,,,,,,,,,,,,,,,,
株式会社アーゼスト,https://arzest.jp,石井洋児,神奈川県,横浜市港北区,63,3000,2010,6,未上場,BtoB,ゲーム,ゲーム開発,,,,,,,,,,,,,,,,,,,,
株式会社ネクストン,http://nexton-net.jp,鈴木昭彦,大阪府,大阪市北区,63,2000,1993,2,未上場,BtoC,ゲーム,ゲーム開発,,,,,,,,,,,,,,,,,,,,
株式会社ハイレゾ,https://highreso.jp,志倉喜幸,佐賀県,玄海町,63,171378,2007,12,未上場,BtoB,ゲーム,ソーシャルゲーム・SNS,デザイン,,,,,,,,,,,,,,,,,,,
四光電気工事株式会社,http://yonko-electric.com,フェルディ・クリスティアン,東京都,板橋区,62,1000,,,未上場,BtoB,ゲーム,産業用電気設備工事,ゲーム開発,,,,,,,,,,,,,,,,,,,
ミスリル株式会社,https://www.mythril.co.jp,孟山嘉起,東京都,港区,65,-,2016,10,未上場,BtoB,ゲーム,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,,
株式会社ビー・トライブ,http://www.bee-tribe.jp,高橋龍太,大阪府,大阪市北区,62,-,2009,4,未上場,BtoB,ゲーム,ゲーム開発,,,,,,,,,,,,,,,,,,,,
株式会社あしびかんぱにー,http://ashibi.jp,片桐芳彦,沖縄県,那覇市,60,800,2014,7,未上場,BtoC,ゲーム,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,,
株式会社アクリア,http://www.aquria.co.jp,高橋光規,神奈川県,横浜市港北区,60,1000,2002,1,未上場,BtoB,ゲーム,ゲーム開発,,,,,,,,,,,,,,,,,,,,
Studio Z株式会社,http://studioz.co.jp,池幡賢,東京都,港区,61,12000,2016,11,未上場,BtoC,ゲーム,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,,
有限会社エムツー,https://www.mtwo.co.jp,堀井直樹,千葉県,我孫子市,64,348,1991,8,未上場,BtoB,ゲーム,ゲーム開発,,,,,,,,,,,,,,,,,,,,
株式会社ぐるぐる,https://guru-guru.net,有働賢二,福岡県,福岡市博多区,57,300,2009,8,未上場,BtoB,ゲーム,ゲーム開発,,,,,,,,,,,,,,,,,,,,
株式会社ソフトギア,https://www.soft-gear.co.jp,青木健悟,東京都,新宿区,58,10000,2008,2,未上場,BtoB,ゲーム,ゲーム開発,,,,,,,,,,,,,,,,,,,,
株式会社キューマックス,http://qmax.co.jp,吉武直志,福岡県,福岡市博多区,56,1000,2005,3,未上場,"BtoC,BtoB",ゲーム,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,,
株式会社トムクリエイト,https://www.tomcreate.co.jp,武藤仁,東京都,北区,56,3000,1989,10,未上場,BtoB,ゲーム,ゲーム開発,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,
株式会社アリカ,https://www.arika.co.jp,西谷亮,東京都,品川区,55,5000,1995,11,未上場,"BtoC,BtoB",ゲーム,ゲーム開発,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,
株式会社リズ,http://www.riz.co.jp,磯野貴志,東京都,中野区,55,1000,1998,6,未上場,BtoC,ゲーム,ゲーム開発,,,,,,,,,,,,,,,,,,,,
株式会社シフト,http://www.shift.gr.jp,杉山雄一,神奈川県,藤沢市,66,1000,1999,6,未上場,BtoB,ゲーム,ゲーム開発,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,
株式会社ザイクス,http://xix.co.jp,坂本剛一,東京都,港区,54,2000,2002,8,未上場,"BtoB,BtoC",ゲーム,アミューズメント機器,ゲーム開発,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,
三立電機株式会社,http://www.sanritsu-denki.co.jp,松下栄太郎,大阪府,寝屋川市,54,2000,1959,7,未上場,BtoB,ゲーム,アミューズメント機器,ゲーム開発,電子部品,,,,,,,,,,,,,,,,,,
株式会社ウインライト,https://www.winlight.co.jp,藤本勝寛,東京都,墨田区,53,20854,2003,7,未上場,"BtoC,BtoB",ゲーム,ゲーム開発,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,
兼松グランクス株式会社,https://www.granks.co.jp,澤田忠,東京都,新宿区,56,40000,2006,7,未上場,"BtoC,BtoB",ゲーム,Webアプリ・サービス運営,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,
株式会社ビサイド,https://bexide.co.jp,南治一徳,東京都,立川市,53,1000,1999,1,未上場,BtoB,ゲーム,ゲーム開発,ゲーム・アニメデザイン,ゲーム・アニメデザイン,,,,,,,,,,,,,,,,,,
株式会社インディーズゼロ,http://www.indieszero.co.jp,鈴井匡伸,東京都,武蔵野市,53,300,1997,4,未上場,BtoB,ゲーム,ゲーム開発,,,,,,,,,,,,,,,,,,,,
クローバーラボ株式会社,https://cloverlab.jp,小山力也,大阪府,大阪市北区,53,12840,2009,7,未上場,BtoC,ゲーム,ソーシャルゲーム・SNS,Webアプリ・サービス運営,,,,,,,,,,,,,,,,,,,
アングー株式会社,https://www.angoo.co.jp,中川裕史,東京都,品川区,63,2295,2015,2,未上場,BtoC,ゲーム,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,,
岐阜ドローイング株式会社,http://www.gifudw.co.jp,高橋光雄,岐阜県,岐阜市,51,1000,1981,4,未上場,BtoB,ゲーム,機械設計,ゲーム・アニメデザイン,ゲーム・アニメデザイン,,,,,,,,,,,,,,,,,,
日本トータルシステム株式会社,https://www.sjts.co.jp,赤坂直美,北海道,札幌市厚別区,52,5000,1979,8,未上場,BtoB,ゲーム,ゲーム開発,,,,,,,,,,,,,,,,,,,,
有限会社シーエイプロダクション,http://www.caproduction.co.jp,辻川治,長崎県,大村市,51,1000,1993,7,未上場,BtoB,ゲーム,ゲーム開発,,,,,,,,,,,,,,,,,,,,
株式会社リアルスタイル,https://www.realstyle.co.jp,菅井健太,東京都,品川区,51,1000,2008,6,未上場,"BtoC,BtoB",ゲーム,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,,
株式会社アルヴィオン,https://www.alvion.co.jp,平岡一郎,大阪府,吹田市,61,1000,1996,11,未上場,"BtoB,BtoC",ゲーム,ゲーム開発,,,,,,,,,,,,,,,,,,,,
ネットマーブルジャパン株式会社,https://www.netmarble.co.jp,遠藤祐二白永勲,東京都,港区,49,20000,2001,8,未上場,BtoC,ゲーム,ゲーム開発,,,,,,,,,,,,,,,,,,,,
ファイブゲート株式会社,https://fivegate.jp,山下雅弘,東京都,渋谷区,50,4458,2003,11,未上場,"BtoC,BtoB",ゲーム,ソーシャルゲーム・SNS,Webマーケコンサル,Webアプリ・サービス運営,,,,,,,,,,,,,,,,,,
株式会社アカツキ,https://aktsk.jp,香田哲朗,東京都,品川区,52,277900,2010,6,プライム（内国株式）,BtoC,ゲーム,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,,
株式会社カヤックアキバスタジオ,https://akiba.kayac.studio,貝畑政徳,東京都,千代田区,48,8150,2006,10,未上場,BtoB,ゲーム,ゲーム開発,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,
株式会社イリンクス,http://www.ilinx.co.jp,田中宏幸,東京都,品川区,50,1000,2010,12,未上場,BtoB,ゲーム,ゲーム開発,,,,,,,,,,,,,,,,,,,,
株式会社プリアップ,https://preapp.jp,明永敏悟,神奈川県,横浜市港北区,49,2000,2012,7,未上場,"BtoC,BtoB",ゲーム,日用品・化粧品商社,ゲーム開発,,,,,,,,,,,,,,,,,,,
株式会社アールフォース・エンターテインメント,https://www.r-force.co.jp,横山裕一,東京都,品川区,53,8000,1999,8,未上場,BtoB,ゲーム,ゲーム開発,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,
株式会社チャンピオンソフト,http://www.alicesoft.com,白木慶喜,大阪府,大阪市北区,48,2000,1983,1,未上場,BtoC,ゲーム,ゲーム開発,,,,,,,,,,,,,,,,,,,,
株式会社いろはにぽぺと,https://irohanipopeto.com,渡邉圭広,東京都,渋谷区,47,300,2014,5,未上場,"BtoB,BtoC",ゲーム,ゲーム開発,デザイン,,,,,,,,,,,,,,,,,,,
株式会社プリアップパートナーズ,https://preapp.jp,片桐芳彦,神奈川県,横浜市港北区,47,1500,2013,2,未上場,BtoB,ゲーム,ソーシャルゲーム・SNS,総合系eコマース,,,,,,,,,,,,,,,,,,,
株式会社スマイルアクス,https://www.smileaxe.com,宗宮秀之,東京都,新宿区,47,1800,2009,5,未上場,BtoB,ゲーム,ゲーム開発,CM制作・映像制作,,,,,,,,,,,,,,,,,,,
株式会社fuzz,https://www.fuzz.co.jp,對馬正,東京都,品川区,47,2248,2010,6,未上場,"BtoC,BtoB",ゲーム,ソーシャルゲーム・SNS,ゲーム開発,Webアプリ・サービス運営,,,,,,,,,,,,,,,,,,
株式会社CySphere,https://cysphere.co.jp,伊藤聡,東京都,渋谷区,47,-,2021,5,未上場,BtoB,ゲーム,ゲーム・アニメデザイン,ゲーム・アニメデザイン,,,,,,,,,,,,,,,,,,,
株式会社グリモア,https://grimoire.co,神谷友輔,東京都,目黒区,45,500,2014,4,未上場,BtoC,ゲーム,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,,,,
株式会社ケイブ,https://www.cave.co.jp,秋田英好,東京都,目黒区,46,18214,1994,6,スタンダード（内国株式）,BtoC,ゲーム,ソーシャルゲーム・SNS,ゲーム開発,,,,,,,,,,,,,,,,,,,
株式会社シナリオテクノロジーミカガミ,http://1mikagami.com,須藤貴之,東京都,豊島区,46,2000,2019,8,未上場,BtoB,ゲーム,ゲーム開発,,,,,,,,,,,,,,,,,,,,
