会社名,ホームページURL,代表者名,住所1,住所2,従業員数,資本金,設立年,設立月,上場区分,業態,業界1,業界2-1,業界2-2,業界2-3,業界2-4,業界2-5,業界2-6,業界2-7,業界2-8,業界2-9,業界2-10,業界2-11,業界2-12,業界2-13,業界2-14,業界2-15,業界2-16,業界2-17,業界2-18,業界2-19,業界2-20
株式会社アチカ,http://www.atika.co.jp,大槻忠則,秋田県,秋田市,85,3300,1990,4,未上場,BtoB,IT,システム開発,情報セキュリティ,,,,,,,,,,,,,,,,,,
株式会社吉田システム,https://www.ys-sys.co.jp,黒澤祥雄,青森県,八戸市,84,1000,1983,6,未上場,BtoB,IT,システム開発,ITインフラストラクチャー,Web制作,,,,,,,,,,,,,,,,,
株式会社明円ソフト開発,https://msksoft.jp,明円直志,北海道,滝川市,83,1000,1980,11,未上場,BtoB,IT,建設・土木設計,,,,,,,,,,,,,,,,,,,
株式会社OKIアイディエス,http://www.oki-oids.jp,滝澤家信,群馬県,高崎市,83,5000,2014,3,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,
株式会社OPENER,https://www.opener.co.jp,原澤徹夫,群馬県,伊勢崎市,81,5000,1986,7,未上場,BtoB,IT,ITインフラストラクチャー,Webマーケコンサル,Web制作,,,,,,,,,,,,,,,,,
デジタルサーブ株式会社,https://www.digital-serve.co.jp,松本英俊,茨城県,水戸市,81,1000,1993,10,未上場,BtoB,IT,システム開発,ITインフラストラクチャー,,,,,,,,,,,,,,,,,,
株式会社サン・コンピュータ,https://www.sancom.co.jp,三浦克之,青森県,八戸市,81,5000,1985,10,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,
ドゥウェル株式会社,https://www.dowell.co.jp,進藤義宏,北海道,札幌市東区,81,1980,1996,5,未上場,BtoB,IT,システム開発,ITインフラストラクチャー,,,,,,,,,,,,,,,,,,
株式会社ジョーシン・シャックス,http://www.joshinshax.com,中村丙午,群馬県,高崎市,80,5000,1965,1,未上場,BtoB,IT,自動車整備,システム開発,,,,,,,,,,,,,,,,,,
株式会社流研,http://www.ryuken.co.jp,髙橋敬二,北海道,札幌市中央区,77,3000,1982,8,未上場,BtoB,IT,,,,,,,,,,,,,,,,,,,,
北海道古川電気工業株式会社,http://www.h-furukawa.com,茂泉勝弘,北海道,札幌市東区,76,3000,1969,12,未上場,BtoB,IT,電力・発電製造,,,,,,,,,,,,,,,,,,,
株式会社アルコ・イーエックス,http://www.alco-ex.jp,木田文二,茨城県,ひたちなか市,75,2300,1990,5,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,
ハートランド・データ株式会社,http://hldc.co.jp,落合亮,栃木県,足利市,74,3200,1982,1,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,
ロゴスウェア株式会社,https://www.logosware.com,石神優,茨城県,つくば市,72,3850,2001,7,未上場,BtoB,IT,システム開発,デジタル系コンテンツ,,,,,,,,,,,,,,,,,,
株式会社トータルオフィスマネージメント,http://www.toming.co.jp,遠藤敏夫,秋田県,横手市,72,600,,,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,
株式会社ブリッジ,http://www.bridge.co.jp,小野寺二郎,北海道,札幌市中央区,72,1000,1974,7,未上場,BtoB,IT,システム開発,Web制作,デザイン,,,,,,,,,,,,,,,,,
株式会社福島県中央計算センター,http://www.fcc-ltd.co.jp,河原田浩喜,福島県,福島市,72,1800,1967,5,未上場,BtoB,IT,ITインフラストラクチャー,,,,,,,,,,,,,,,,,,,
株式会社ケーシーエスエンジニアリング,https://www.kcsecorp.jp,小西邦治,茨城県,水戸市,72,4000,2008,7,未上場,BtoB,IT,機械設計,システム開発,ソーシャルゲーム・SNS,,,,,,,,,,,,,,,,,
株式会社シンク,https://www.sync.co.jp,髙橋正法,福島県,会津若松市,71,3250,1998,1,未上場,BtoB,IT,システム開発,ITインフラストラクチャー,情報セキュリティ,,,,,,,,,,,,,,,,,
株式会社日情秋田システムズ,http://www.nas-akita.co.jp,土田博紀,秋田県,秋田市,71,3000,1986,4,未上場,BtoB,IT,システム開発,ソフトウェア商社,製造・技術人材派遣,,,,,,,,,,,,,,,,,
マルマンコンピュータサービス株式会社,https://mcs-kk.co.jp,長内睦郎,青森県,弘前市,71,3000,1982,9,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,
中央コンピューターサービス株式会社,https://www.ccs-kk.co.jp,石崎文教,北海道,札幌市白石区,71,4800,1973,7,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,
株式会社アジェンダ,http://www.agenda.co.jp,伊藤智裕,北海道,札幌市中央区,70,18045,1990,11,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,
株式会社ひばりシステム,https://www.hibari-system.co.jp,藤本正道,宮城県,仙台市青葉区,70,500,2013,7,未上場,BtoB,IT,ITインフラストラクチャー,Web制作,,,,,,,,,,,,,,,,,,
株式会社メディアパワー,http://mediapower.jp,吉田尚広,福島県,須賀川市,70,-,,,未上場,"BtoB,BtoC",IT,小売店舗,総合系eコマース,リサイクルショップ,,,,,,,,,,,,,,,,,
株式会社北海道総合技術研究所,http://www.hit-giken.jp,澤田知宏,北海道,札幌市中央区,70,2000,1984,6,未上場,BtoB,IT,,,,,,,,,,,,,,,,,,,,
株式会社テクノソレイユ,http://www.techno-soleil.co.jp,齋藤英男,群馬県,高崎市,69,1800,1991,6,未上場,BtoB,IT,,,,,,,,,,,,,,,,,,,,
株式会社エスディーエル,http://www.sdlinc.co.jp,吉田君和,茨城県,ひたちなか市,69,2000,1986,2,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,
株式会社IDK,https://idkcorp.co.jp,飯塚向平,茨城県,つくばみらい市,69,2000,1957,5,未上場,"BtoC,BtoB",IT,システム開発,総合系eコマース,介護用品,,,,,,,,,,,,,,,,,
株式会社北海道気象技術センター,https://www.howtecc.jp,松岡直基,北海道,札幌市北区,68,1250,2005,2,未上場,BtoB,IT,研究・調査・リサーチ,ソフトウェア商社,書籍出版,,,,,,,,,,,,,,,,,
株式会社群馬農協電算センター,http://www.jagunma.net,唐澤透,群馬県,前橋市,67,40000,1973,4,未上場,BtoB,IT,システム開発,企業研修,Web制作,,,,,,,,,,,,,,,,,
株式会社フロンティアシステム,https://www.frontier-system.co.jp,永井寿夫,茨城県,水戸市,67,1000,1994,12,未上場,BtoB,IT,ITインフラストラクチャー,,,,,,,,,,,,,,,,,,,
株式会社興和電設,http://www.kkkouwa.co.jp,工藤泰,岩手県,盛岡市,67,2000,1953,12,未上場,BtoB,IT,産業用電気設備工事,ITインフラストラクチャー,防犯機器,,,,,,,,,,,,,,,,,
株式会社アムコ,https://www.mitsuba.co.jp,佐藤勇,群馬県,桐生市,66,-,2006,6,未上場,BtoB,IT,自動車部品製造,,,,,,,,,,,,,,,,,,,
株式会社エムツーシステムズ,https://www.m2systems.co.jp,望月好道,栃木県,宇都宮市,66,2000,1989,4,未上場,BtoB,IT,,,,,,,,,,,,,,,,,,,,
株式会社デンサン,https://www.den3.co.jp,大森清豪,茨城県,土浦市,66,1000,1984,4,未上場,BtoB,IT,ITインフラストラクチャー,,,,,,,,,,,,,,,,,,,
株式会社夢デザイン総合研究所,http://www.dreamdesign.co.jp,木村裕文,福島県,新地町,66,-,2017,7,未上場,BtoB,IT,IT系教育,システム開発,,,,,,,,,,,,,,,,,,
株式会社茨城県農協電算センター,https://www.ib-ja.or.jp,八木岡努,茨城県,水戸市,65,8000,1979,1,未上場,BtoB,IT,ITインフラストラクチャー,,,,,,,,,,,,,,,,,,,
株式会社寺岡北海道,https://www.teraokaseiko.com,榎戸大輔,北海道,札幌市白石区,65,2000,1998,6,未上場,BtoB,IT,,,,,,,,,,,,,,,,,,,,
株式会社NEXT HOLDINGS,https://gunma-roujinhome.jp,桑原勇太,群馬県,前橋市,65,250,,,未上場,BtoB,IT,Webアプリ・サービス運営,,,,,,,,,,,,,,,,,,,
東水戸データーサービス株式会社,http://www.e-hds.com,関根裕二,茨城県,水戸市,64,1000,1996,12,未上場,BtoB,IT,事務処理代行,事務・作業員派遣,紙媒体印刷,,,,,,,,,,,,,,,,,
株式会社CS,http://www.cscs.co.jp,白幡一雄,北海道,札幌市中央区,64,1000,1981,2,未上場,BtoB,IT,,,,,,,,,,,,,,,,,,,,
株式会社エムシー,http://www.mc-inc.co.jp,山崎武志,茨城県,ひたちなか市,62,2000,1991,3,未上場,BtoB,IT,システム開発,Web制作,,,,,,,,,,,,,,,,,,
ヤマゼンコミュニケイションズ株式会社,http://www.yamazen-net.co.jp,山本堅嗣宣,栃木県,宇都宮市,61,3000,1950,9,未上場,"BtoC,BtoB",IT,Web制作,Webアプリ・サービス運営,研究・調査・リサーチ,,,,,,,,,,,,,,,,,
株式会社エム・エス・アイ,http://www.msi-net.co.jp,金子昌弘,山形県,山形市,61,2000,1992,2,未上場,BtoB,IT,ITインフラストラクチャー,Webマーケコンサル,,,,,,,,,,,,,,,,,,
株式会社ティー・エス・シー,https://www.tscnet.co.jp,高橋義治,宮城県,仙台市青葉区,60,1000,1998,7,未上場,BtoB,IT,,,,,,,,,,,,,,,,,,,,
株式会社システム・ケイ,https://www.systemk.co.jp,鳴海鼓大,北海道,札幌市東区,60,31000,1991,2,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,
アイ・テー・シー株式会社,http://www.itckk.co.jp,和田和紀,茨城県,土浦市,59,3000,1991,5,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,
株式会社日本コンピュータシステム,http://www.kkjcs.co.jp,外山和夫,茨城県,水戸市,59,2000,1991,4,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,
株式会社エムテック,https://www.em-tech.co.jp,松田征弘,北海道,札幌市中央区,59,-,,,未上場,BtoB,IT,Webアプリ・サービス運営,パソコン・スマホ機器販売,,,,,,,,,,,,,,,,,,
株式会社インターパーク,https://www.interpark.co.jp,舩越裕勝,北海道,札幌市中央区,59,2000,2001,7,未上場,BtoB,IT,システム開発,クラウド系・Fintech,Web制作,,,,,,,,,,,,,,,,,
株式会社ITQUEST,http://www.syskai.co.jp,狩野弘幸,群馬県,伊勢崎市,59,2000,1980,1,未上場,BtoB,IT,,,,,,,,,,,,,,,,,,,,
株式会社雨風太陽,https://ame-kaze-taiyo.jp,髙橋博之,岩手県,花巻市,58,59584,2015,2,グロース（内国株式）,CtoC,IT,Webアプリ・サービス運営,,,,,,,,,,,,,,,,,,,
株式会社システムコミユニケーシヨン,http://www.syscomi.com,今村正久,北海道,札幌市中央区,58,1200,1986,6,未上場,BtoB,IT,Webアプリ・サービス運営,製造・技術人材派遣,,,,,,,,,,,,,,,,,,
株式会社アドフォース,https://www.adforce.co.jp,大間弘道,茨城県,日立市,58,1000,2002,7,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,
株式会社アズワン,https://www.as-one.co.jp,佐藤公司,茨城県,日立市,58,3000,1990,10,未上場,BtoB,IT,,,,,,,,,,,,,,,,,,,,
株式会社調和技研,https://www.chowagiken.co.jp,中村拓哉,北海道,札幌市北区,57,-,2009,11,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,
株式会社ログオンシステム,https://logon.co.jp,飯塚昭雄,北海道,札幌市中央区,57,1500,1996,3,未上場,BtoB,IT,Web制作,,,,,,,,,,,,,,,,,,,
株式会社日本ケアコミュニケーションズ,https://www.care-com.co.jp,佐藤浩基,山形県,南陽市,56,9900,2003,1,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,
タムス・ファームウェアー株式会社,http://w3.tams.firm.co.jp,今田政美,山形県,山形市,56,4500,1992,9,未上場,BtoB,IT,,,,,,,,,,,,,,,,,,,,
株式会社エムシーエス,http://kk-mcs.jp,宮﨑寛和,青森県,弘前市,56,10000,2014,10,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,
システムバンク株式会社,http://www.sbn.co.jp,中村直樹,北海道,札幌市中央区,55,2000,1984,8,未上場,BtoB,IT,ソフトウェア商社,Webアプリ・サービス運営,,,,,,,,,,,,,,,,,,
株式会社ファームノート,https://farmnote.jp,下村瑛史,北海道,帯広市,57,9000,2013,11,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,
株式会社LIC,http://www.lic.ne.jp,横山篤,北海道,札幌市中央区,55,2000,1995,1,未上場,BtoB,IT,システム開発,ソフトウェア商社,ITインフラストラクチャー,,,,,,,,,,,,,,,,,
札幌総合情報センター株式会社,http://www.sweb.co.jp,可児敏章,北海道,札幌市白石区,55,107050,1988,3,未上場,BtoC,IT,Webアプリ・サービス運営,,,,,,,,,,,,,,,,,,,
株式会社ジェイテクトIT開発センター秋田,https://www.jtekt-ita.com,今井深見,秋田県,秋田市,54,5000,2017,9,未上場,BtoB,IT,,,,,,,,,,,,,,,,,,,,
株式会社ソルトワークス,http://saltworks.jp,鶴尾康,北海道,札幌市中央区,54,1700,2008,10,未上場,BtoB,IT,Webアプリ・サービス運営,,,,,,,,,,,,,,,,,,,
株式会社アクシス,https://www.f-axis.co.jp,上野利八,福島県,喜多方市,54,10000,2002,4,未上場,BtoB,IT,クラウド系・Fintech,情報セキュリティ,システム開発,,,,,,,,,,,,,,,,,
先進モビリティ株式会社,https://www.as-mobi.com,青木啓二,茨城県,つくば市,53,9500,2014,6,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,
株式会社アイエムエス,https://www.imsnet.co.jp,尾高一秀,群馬県,前橋市,53,1000,1994,1,未上場,BtoB,IT,ITインフラストラクチャー,システム開発,企業研修,,,,,,,,,,,,,,,,,
株式会社エクスプローラ,http://www.explorer-inc.co.jp,矢吹尚秀,北海道,函館市,53,1300,1992,3,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,
株式会社イング,https://ing-hokkaido.co.jp,湯浅拓哉,北海道,札幌市中央区,53,1000,2002,9,未上場,BtoC,IT,Webアプリ・サービス運営,インターネット広告代理店,広告代理店,,,,,,,,,,,,,,,,,
株式会社バース,https://www.birth-inc.co.jp,朝日向美智雄,茨城県,牛久市,53,1000,2000,12,未上場,BtoB,IT,製造・技術人材派遣,,,,,,,,,,,,,,,,,,,
Trustia株式会社,https://www.trustia.jp,河上智基,北海道,札幌市中央区,52,1000,2007,8,未上場,BtoB,IT,Webアプリ・サービス運営,ソフトウェア商社,,,,,,,,,,,,,,,,,,
株式会社FUJI,http://www.zoutounofuji.co.jp,石川靖男,北海道,札幌市清田区,52,10000,1972,11,未上場,BtoB,IT,お土産・ギフト,お土産・ギフト,Webアプリ・サービス運営,,,,,,,,,,,,,,,,,
北海道オフィス・マシン株式会社,http://www.hom.co.jp,神野裕三,北海道,札幌市中央区,52,5000,1961,6,未上場,BtoB,IT,ITインフラストラクチャー,情報セキュリティ,オフィス用品,,,,,,,,,,,,,,,,,
株式会社新生テクノ,http://sinsei-t.com,三梨昌見,福島県,いわき市,52,1000,2001,11,未上場,BtoB,IT,ITインフラストラクチャー,,,,,,,,,,,,,,,,,,,
株式会社クラフト,http://www.craftinc.co.jp,細井潤,福島県,須賀川市,52,1000,1982,12,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,
株式会社トータルシステムデザイン,http://www.kktsd.jp,木村一生,茨城県,取手市,52,1400,1984,6,未上場,BtoB,IT,,,,,,,,,,,,,,,,,,,,
株式会社えむ・わい・けい,https://www.k-myk.co.jp,高橋智里,宮城県,仙台市宮城野区,52,3000,1990,5,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,
株式会社アイティーエム,http://www.itm-group.co.jp,細谷勤,群馬県,高崎市,51,1000,2001,12,未上場,"BtoC,BtoB",IT,システム開発,通信設備工事,介護用品,,,,,,,,,,,,,,,,,
株式会社アイビーウェア,https://www.ibw.co.jp,川原俊徳,北海道,札幌市中央区,50,4000,1996,8,未上場,BtoB,IT,製造・技術人材派遣,,,,,,,,,,,,,,,,,,,
株式会社クリアタクト,https://www.creatact.co.jp,中庭伊織,茨城県,水戸市,50,3000,2017,6,未上場,BtoB,IT,,,,,,,,,,,,,,,,,,,,
株式会社情報科学テクノシステム,http://www.ists.co.jp,篠原文勇,茨城県,つくば市,50,4100,1982,6,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,
モテコ出版株式会社,https://www.moteco-publishing.co.jp,平野亮一,群馬県,前橋市,50,-,2007,8,未上場,"BtoB,BtoC",IT,書籍出版,Webアプリ・サービス運営,販促コンサル,,,,,,,,,,,,,,,,,
バックス情報システム株式会社,https://www.bacs-j.co.jp,鈴木雅之,福島県,いわき市,50,1000,1997,10,未上場,BtoB,IT,ITインフラストラクチャー,システム開発,,,,,,,,,,,,,,,,,,
株式会社ヴィジブルインフォメーションセンター,http://vic.co.jp,黒澤直弘,茨城県,東海村,50,3000,1982,12,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,
株式会社リッジワークス,https://www.ridgeworks.co.jp,長野篤志,北海道,札幌市中央区,50,1500,2010,1,未上場,BtoB,IT,システム開発,Web制作,,,,,,,,,,,,,,,,,,
株式会社福島県農協電算センター,http://www.ja-fcenter.co.jp,小野定典,福島県,福島市,49,40000,1977,4,未上場,BtoB,IT,,,,,,,,,,,,,,,,,,,,
株式会社アトムエンジニアリング,https://www.atm-net.co.jp,片岡秀樹,栃木県,宇都宮市,49,3120,1983,1,未上場,BtoB,IT,システム開発,クラウド系・Fintech,,,,,,,,,,,,,,,,,,
株式会社NSC,https://nscnet.jp,成本典之,北海道,札幌市東区,49,1200,2004,6,未上場,BtoC,IT,システム開発,,,,,,,,,,,,,,,,,,,
株式会社セラビ,https://www.selavie.co.jp,時岡一秀,北海道,札幌市東区,49,1000,1996,3,未上場,BtoB,IT,オフィス用品,情報セキュリティ,,,,,,,,,,,,,,,,,,
株式会社NIXE,http://nixe-inc.com,土井康裕,宮城県,仙台市青葉区,49,-,2013,6,未上場,BtoB,IT,Web制作,システム開発,Webマーケコンサル,,,,,,,,,,,,,,,,,
トライポッドワークス株式会社,https://www.tripodworks.co.jp,佐々木賢一,宮城県,仙台市青葉区,49,14400,2005,11,未上場,BtoB,IT,情報セキュリティ,クラウド系・Fintech,,,,,,,,,,,,,,,,,,
株式会社ミッションコンピュータサービス,http://co-mcs.com,渡辺直樹,茨城県,水戸市,48,3000,1982,10,未上場,BtoB,IT,,,,,,,,,,,,,,,,,,,,
株式会社スコテ,http://www.sukote.co.jp,池田尚,宮城県,仙台市太白区,48,1150,1972,1,未上場,BtoB,IT,土木コンサル,ITインフラストラクチャー,,,,,,,,,,,,,,,,,,
株式会社システムフォーサイト,http://www.s-foresight.co.jp,松﨑学,山形県,山形市,48,5000,1971,10,未上場,BtoB,IT,システム開発,事務処理代行,製造・技術人材派遣,,,,,,,,,,,,,,,,,
株式会社ミッションコンピュータサービス,http://co-mcs.com,渡辺直樹,茨城県,水戸市,48,3000,1982,10,未上場,BtoB,IT,,,,,,,,,,,,,,,,,,,,
株式会社関東エルエンジニアリング,http://klec.co.jp,金鉄昊,茨城県,龍ケ崎市,48,3000,1980,10,未上場,BtoB,IT,空調設備工事,ソフトウェア商社,プラント,,,,,,,,,,,,,,,,,
株式会社ナスカコンピュータ,http://www.nazcacomputer.com,坂根厚司,北海道,札幌市中央区,48,1000,1994,6,未上場,"BtoC,BtoB",IT,システム開発,,,,,,,,,,,,,,,,,,,
株式会社品川通信計装サービス,http://www.sinagawa-tsushin.co.jp,松崎辰夫,福島県,いわき市,47,500,1986,7,未上場,BtoB,IT,システム開発,,,,,,,,,,,,,,,,,,,
